gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G001028585,2.4007298218658473e-05,0.059322033898305086,5870,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema endosymbiont of Eucomonympha sp.,t__,0.003901049551342073,0.0006498203416939498,0.023043974037600678
G900115315,2.4007298218658473e-05,0.046610169491525424,10399,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga haemolytica,t__,0.003901049551342073,0.0006498203416939498,0.023043974037600678
G000311825,2.5207663129591397e-05,0.08898305084745763,1970,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus grossensis,t__,0.004095745685545826,0.0007062894605217584,0.02337066042406386
G000318135,2.5207663129591397e-05,0.0423728813559322,2075,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium durum,t__,0.004095745685545826,0.0007062894605217584,0.02337066042406386
G000824785,2.5207663129591397e-05,0.046610169491525424,4958,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__Mesorhizobium plurifarium,t__,0.004095745685545826,0.0007062894605217584,0.02337066042406386
G000469545,2.5207663129591397e-05,0.038135593220338986,3454,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Mitsuokella,s__Mitsuokella sp. oral taxon 131,t__,0.004095745685545826,0.0007062894605217584,0.02337066042406386
G001421285,2.5207663129591397e-05,0.029661016949152543,6456,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Leaf11,t__,0.004095745685545826,0.0007062894605217584,0.02337066042406386
G000426665,2.5207663129591397e-05,0.0635593220338983,3038,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas artemidis,t__,0.004095745685545826,0.0007062894605217584,0.02337066042406386
G000203855,2.5207663129591397e-05,0.025423728813559324,1194,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus plantarum,t__,0.004095745685545826,0.0007062894605217584,0.02337066042406386
G000007145,2.6408028040524318e-05,0.038135593220338986,15,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__Xanthomonas campestris,t__,0.004290407916846539,0.000764392396524885,0.023695646273568106
G001679275,2.6408028040524318e-05,0.05508474576271186,7686,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,s__Moraxella osloensis,t__,0.004290407916846539,0.000764392396524885,0.023695646273568106
G000022305,2.6408028040524318e-05,0.059322033898305086,427,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__Acidovorax ebreus,t__,0.004290407916846539,0.000764392396524885,0.023695646273568106
G000169335,2.6408028040524318e-05,0.07627118644067797,905,k__Bacteria,p__Cyanobacteria,c__,o__Oscillatoriales,f__Cyanothecaceae,g__Cyanothece,s__Cyanothece sp. CCY0110,t__,0.004290407916846539,0.000764392396524885,0.023695646273568106
G001742225,2.6408028040524318e-05,0.029661016949152543,7844,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium resinovorum,t__,0.004290407916846539,0.000764392396524885,0.023695646273568106
G000204035,2.6408028040524318e-05,0.0423728813559322,1197,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,s__Brevundimonas diminuta,t__,0.004290407916846539,0.000764392396524885,0.023695646273568106
G000006605,2.6408028040524318e-05,0.038135593220338986,2,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium jeikeium,t__,0.004290407916846539,0.000764392396524885,0.023695646273568106
G001028605,2.6408028040524318e-05,0.0635593220338983,5871,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema endosymbiont of Eucomonympha sp.,t__,0.004290407916846539,0.000764392396524885,0.023695646273568106
G000769075,2.6408028040524318e-05,0.059322033898305086,4779,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas sp. COT-290 OH3588,t__,0.004290407916846539,0.000764392396524885,0.023695646273568106
G001070855,2.6408028040524318e-05,0.05508474576271186,5977,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Trueperella,s__Trueperella pyogenes,t__,0.004290407916846539,0.000764392396524885,0.023695646273568106
G000184745,2.7608392951457242e-05,0.059322033898305086,1040,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax,s__Variovorax paradoxus,t__,0.004485036249925245,0.0008240715760185636,0.024018989169010303
G000805675,2.7608392951457242e-05,0.038135593220338986,4879,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium minutissimum,t__,0.004485036249925245,0.0008240715760185636,0.024018989169010303
G001693775,2.7608392951457242e-05,0.0635593220338983,7734,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Criibacterium,s__Criibacterium bergeronii,t__,0.004485036249925245,0.0008240715760185636,0.024018989169010303
G000813185,2.7608392951457242e-05,0.025423728813559324,4899,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium sp. MBES04,t__,0.004485036249925245,0.0008240715760185636,0.024018989169010303
G000369145,2.7608392951457242e-05,0.046610169491525424,2349,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter lwoffii,t__,0.004485036249925245,0.0008240715760185636,0.024018989169010303
G000411915,2.7608392951457242e-05,0.05084745762711865,2774,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Exiguobacterium,s__Exiguobacterium sp. S17,t__,0.004485036249925245,0.0008240715760185636,0.024018989169010303
G000447775,2.7608392951457242e-05,0.059322033898305086,3389,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Bdellovibrionales,f__Bacteriovoracaceae,g__Bacteriovorax,s__Bacteriovorax sp. DB6_IX,t__,0.004485036249925245,0.0008240715760185636,0.024018989169010303
G000019725,2.7608392951457242e-05,0.038135593220338986,361,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__Methylobacterium radiotolerans,t__,0.004485036249925245,0.0008240715760185636,0.024018989169010303
G001982205,2.8808757862390166e-05,0.025423728813559324,9870,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus plantarum,t__,0.004679630689489955,0.0008852726931198717,0.024340743425538575
G001423845,2.8808757862390166e-05,0.03389830508474576,6481,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Leaf357,t__,0.004679630689489955,0.0008852726931198717,0.024340743425538575
G000176335,2.8808757862390166e-05,0.0635593220338983,976,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia goodfellowii,t__,0.004679630689489955,0.0008852726931198717,0.024340743425538575
G000935165,2.8808757862390166e-05,0.046610169491525424,5062,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Comamonas,s__Comamonas aquatica,t__,0.004679630689489955,0.0008852726931198717,0.024340743425538575
G000173355,2.8808757862390166e-05,0.029661016949152543,940,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus hydrogenalis,t__,0.004679630689489955,0.0008852726931198717,0.024340743425538575
G000511775,3.000912277332309e-05,0.08050847457627118,3678,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides pyogenes,t__,0.004874191240245795,0.0009479444555059151,0.024660960344735354
G900111835,3.000912277332309e-05,0.046610169491525424,10326,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas otitidis,t__,0.004874191240245795,0.0009479444555059151,0.024660960344735354
G001188545,3.000912277332309e-05,0.038135593220338986,6014,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__,g__Enhydrobacter,s__Enhydrobacter aerosaccus,t__,0.004874191240245795,0.0009479444555059151,0.024660960344735354
G000308055,3.000912277332309e-05,0.05084745762711865,1926,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces sp. ph3,t__,0.004874191240245795,0.0009479444555059151,0.024660960344735354
G001592855,3.000912277332309e-05,0.0635593220338983,7349,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter sp. BMW17,t__,0.004874191240245795,0.0009479444555059151,0.024660960344735354
G000025225,3.000912277332309e-05,0.05084745762711865,521,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Mageeibacillus,s__Mageeibacillus indolicus,t__,0.004874191240245795,0.0009479444555059151,0.024660960344735354
G000239815,3.1209487684256015e-05,0.03389830508474576,1478,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp. STM 3843,t__,0.005068717906874243,0.0010120383550632096,0.024979688443927117
G000240185,3.1209487684256015e-05,0.08050847457627118,1482,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,t__Klebsiella pneumoniae subsp. pneumoniae,0.005068717906874243,0.0010120383550632096,0.024979688443927117
G000368825,3.1209487684256015e-05,0.025423728813559324,2343,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter ursingii,t__,0.005068717906874243,0.0010120383550632096,0.024979688443927117
G000411555,3.1209487684256015e-05,0.046610169491525424,2773,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. oral taxon 199,t__,0.005068717906874243,0.0010120383550632096,0.024979688443927117
G000434095,3.1209487684256015e-05,0.029661016949152543,3238,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis CAG:47,t__,0.005068717906874243,0.0010120383550632096,0.024979688443927117
G000735365,3.1209487684256015e-05,0.06779661016949153,4449,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera ascorbata,t__,0.005068717906874243,0.0010120383550632096,0.024979688443927117
G000513775,3.1209487684256015e-05,0.038135593220338986,3701,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema phagedenis,t__,0.005068717906874243,0.0010120383550632096,0.024979688443927117
G000154525,3.240985259518894e-05,0.06779661016949153,741,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides stercoris,t__,0.005263210694133602,0.0010775084605515045,0.025296973663718293
G000379945,3.240985259518894e-05,0.06779661016949153,2528,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas macacae,t__,0.005263210694133602,0.0010775084605515045,0.025296973663718293
G000455165,3.240985259518894e-05,0.046610169491525424,3397,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium iranicum,t__,0.005263210694133602,0.0010775084605515045,0.025296973663718293
G000269605,3.240985259518894e-05,0.025423728813559324,1677,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Scardovia,s__Scardovia wiggsiae,t__,0.005263210694133602,0.0010775084605515045,0.025296973663718293
G000705255,3.240985259518894e-05,0.06779661016949153,4254,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter mucosalis,t__,0.005263210694133602,0.0010775084605515045,0.025296973663718293
G000763095,3.240985259518894e-05,0.046610169491525424,4725,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinopolysporales,f__Actinopolysporaceae,g__Actinopolyspora,s__Actinopolyspora erythraea,t__,0.005263210694133602,0.0010775084605515045,0.025296973663718293
G000072485,3.240985259518894e-05,0.0423728813559322,584,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas maltophilia,t__,0.005263210694133602,0.0010775084605515045,0.025296973663718293
G000277715,3.240985259518894e-05,0.07627118644067797,1719,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Pseudopropionibacterium,s__Pseudopropionibacterium propionicum,t__,0.005263210694133602,0.0010775084605515045,0.025296973663718293
G000190535,3.240985259518894e-05,0.09745762711864407,1095,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Odoribacter,s__Odoribacter splanchnicus,t__,0.005263210694133602,0.0010775084605515045,0.025296973663718293
G000195995,3.361021750612186e-05,0.0635593220338983,1156,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Salmonella,s__Salmonella enterica,t__Salmonella enterica subsp. enterica,0.0054576696067031305,0.0011443112296366485,0.02561285955565166
G000754275,3.361021750612186e-05,0.029661016949152543,4644,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,s__Pasteurella multocida,t__,0.0054576696067031305,0.0011443112296366485,0.02561285955565166
G000335475,3.361021750612186e-05,0.0847457627118644,2191,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Archangiaceae,g__Cystobacter,s__Cystobacter fuscus,t__,0.0054576696067031305,0.0011443112296366485,0.02561285955565166
G000445105,3.361021750612186e-05,0.029661016949152543,3375,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium lactosutens,t__,0.0054576696067031305,0.0011443112296366485,0.02561285955565166
G000969835,3.361021750612186e-05,0.06779661016949153,5204,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Parabacteroides,s__Parabacteroides goldsteinii,t__,0.0054576696067031305,0.0011443112296366485,0.02561285955565166
G000979995,3.361021750612186e-05,0.046610169491525424,5287,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei,t__,0.0054576696067031305,0.0011443112296366485,0.02561285955565166
G001553545,3.481058241705479e-05,0.059322033898305086,7141,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga haemolytica,t__,0.0056520946492900626,0.0012124053382782645,0.02592738745303127
G001262055,3.481058241705479e-05,0.05084745762711865,6057,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces meyeri,t__,0.0056520946492900626,0.0012124053382782645,0.02592738745303127
G001941805,3.481058241705479e-05,0.05508474576271186,9821,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter junii,t__,0.0056520946492900626,0.0012124053382782645,0.02592738745303127
G000469465,3.481058241705479e-05,0.09322033898305085,3452,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Gemella,s__Gemella bergeri,t__,0.0056520946492900626,0.0012124053382782645,0.02592738745303127
G001426195,3.481058241705479e-05,0.029661016949152543,6517,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Leaf339,t__,0.0056520946492900626,0.0012124053382782645,0.02592738745303127
G000013745,3.481058241705479e-05,0.03389830508474576,204,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas palustris,t__,0.0056520946492900626,0.0012124053382782645,0.02592738745303127
G001262595,3.481058241705479e-05,0.03389830508474576,6060,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__Methylobacterium sp. ARG-1,t__,0.0056520946492900626,0.0012124053382782645,0.02592738745303127
G001828765,3.481058241705479e-05,0.0635593220338983,9320,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__,g__,s__Pseudomonadales bacterium RIFCSPHIGHO2_12_FULL_40_16,t__,0.0056520946492900626,0.0012124053382782645,0.02592738745303127
G001458475,3.601094732798771e-05,0.06779661016949153,6812,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Kingella,s__Kingella kingae,t__,0.00584648582657088,0.0012817515254292065,0.026240596626107435
G001280145,3.601094732798771e-05,0.05084745762711865,6129,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micromonosporales,f__Micromonosporaceae,g__Asanoa,s__Asanoa ferruginea,t__,0.00584648582657088,0.0012817515254292065,0.026240596626107435
G000614355,3.601094732798771e-05,0.08050847457627118,3948,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas cangingivalis,t__,0.00584648582657088,0.0012817515254292065,0.026240596626107435
G000950575,3.601094732798771e-05,0.0423728813559322,5089,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__Arthrobacter sp. IHBB 11108,t__,0.00584648582657088,0.0012817515254292065,0.026240596626107435
G001921215,3.721131223892063e-05,0.05508474576271186,9758,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Actinophytocola,s__Actinophytocola xinjiangensis,t__,0.006040843143304775,0.0013523124515042798,0.026552524423831284
G000315525,3.841167714985355e-05,0.06779661016949153,2029,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium yanoikuyae,t__,0.006235166604170228,0.0014240525690075514,0.026863206402905838
