gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000382385,0.0014552802977436613,0.75,2587,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella maculosa,t__,0.99986005683682,0.8617826487923147,0.9999998778593969
G000296385,0.0014647301698069318,0.75,1813,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoanaerobaculum,s__Lachnoanaerobaculum sp. OBRC5-5,t__,0.9998690040432856,0.861798059095249,0.9999998929662124
G000564995,0.0014719993021632936,0.625,3836,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. ICM42b,t__,0.9998755015612103,0.8618092507785866,0.9999999033129983
G000010505,0.0014959874389392882,0.625,106,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas gingivalis,t__,0.9998947747378615,0.8618424510504983,0.9999999309148562
G000565075,0.001506891137473831,0.625,3838,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. BS2,t__,0.9999025345037535,0.8618558194483502,0.9999999407226944
G001063255,0.0015083449639451034,0.6666666666666666,5969,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Morococcus,s__Morococcus cerebrosus,t__,0.9999035256511619,0.8618575270348926,0.9999999419214535
G000379965,0.001509798790416376,0.7916666666666666,2529,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella nanceiensis,t__,0.999904506882471,0.8618592175496487,0.9999999430961717
G000519165,0.0015752209816236335,0.75,3752,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella intermedia,t__,0.9999398240193672,0.8619200716771847,0.9999999773934103
G000173675,0.0015919399860432658,0.6666666666666666,944,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sputigena,t__,0.9999465513080881,0.8619316650725822,0.9999999821639235
G001296055,0.0015933938125145383,0.4583333333333333,6186,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium sp. AAP93,t__,0.9999471000114729,0.8619326106991205,0.9999999825281338
G000147675,0.001604297511049081,0.7916666666666666,670,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus stomatis,t__,0.9999510422201766,0.8619394047482307,0.9999999850344412
G000165735,0.001604297511049081,0.625,876,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera micronuciformis,t__,0.9999510422201766,0.8619394047482307,0.9999999850344412
G000439065,0.0016253779948825306,0.75,3352,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella intermedia,t__,0.999957861037583,0.8619511568364165,0.9999999889119761
G000160675,0.001670446615491975,0.7916666666666666,836,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Granulicatella,s__Granulicatella adiacens,t__,0.9999694555134049,0.8619711410030952,0.9999999941734026
G000160635,0.0016740811816701557,0.5833333333333334,834,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium sinus,t__,0.9999702399413493,0.8619724930988284,0.999999994468777
G000468055,0.0017613107699464992,0.4166666666666667,3437,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema lecithinolyticum,t__,0.9999841074039837,0.8619963973108271,0.9999999984223216
G000238215,0.0018565364038148407,0.7083333333333334,1464,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Tannerella,s__Tannerella forsythia,t__,0.9999920366509238,0.862010066528385,0.9999999996038467
G000378085,0.00186235170969993,0.75,2475,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella loescheii,t__,0.999992367253605,0.8620106364709321,0.9999999996360556
G000373345,0.001921231681786462,0.625,2385,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia wadei,t__,0.999995037836003,0.8620152404719624,0.9999999998461738
G000261025,0.002033176320074436,0.75,1641,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella intermedia,t__,0.9999978253569562,0.8620200461664644,0.9999999999704554
G000154225,0.002053529890672249,0.75,731,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces odontolyticus,t__,0.9999981298735687,0.8620205711599018,0.9999999999781504
G000014425,0.002058618283321703,0.375,223,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus gasseri,t__,0.9999981991644851,0.8620206906191498,0.9999999999797394
G000160035,0.0020927832053966038,0.5833333333333334,822,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Catonella,s__Catonella morbi,t__,0.9999986029920228,0.8620213868289754,0.9999999999878073
G001055885,0.002333391486392184,0.6666666666666666,5963,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.9999997709373588,0.862023400410453,0.9999999999996723
G000187465,0.0024460630379157943,0.8333333333333334,1070,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus infantis,t__,0.9999999028822767,0.8620236278895019,0.9999999999999412
G001553215,0.00260162247034194,0.5833333333333334,7138,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas somerae,t__,0.9999999706286973,0.8620237446875014,0.9999999999999947
G000191065,0.002643056524773203,0.8333333333333334,1104,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella multiformis,t__,0.9999999786859534,0.8620237585785919,0.9999999999999973
G000012005,0.0026670446615491977,0.375,145,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Shigella,s__Shigella dysenteriae,t__,0.9999999823041709,0.8620237648165703,0.9999999999999982
G000174815,0.0028007966969062575,0.75,957,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas endodontalis,t__,0.9999999937610669,0.8620237845688022,0.9999999999999999
G000183345,0.0029439986043265872,0.4166666666666667,1023,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.9999999979758957,0.8620237918353677,1.0
G001427915,0.0031097348220516397,0.041666666666666664,6540,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Phycicoccus,s__Phycicoccus sp. Root563,t__,0.9999999994563342,0.8620237943877139,1.0
G000026345,0.0031438997441265407,0.375,553,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.9999999995860103,0.8620237946112819,1.0
G000006925,0.003214410327983252,0.5,8,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Shigella,s__Shigella flexneri,t__,0.9999999997644627,0.8620237949189424,1.0000000000000002
G000262545,0.0032631135147708767,0.7916666666666666,1650,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella bivia,t__,0.9999999998406526,0.8620237950502971,1.0000000000000002
G000026325,0.0033161781809723195,0.4166666666666667,552,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.9999999998960221,0.8620237951457571,1.0
G000008865,0.0036222086531751568,0.375,67,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.9999999999913292,0.8620237953100709,1.0
G000159995,0.0036527390090718773,0.8333333333333334,821,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella tannerae,t__,0.9999999999932461,0.8620237953133756,1.0000000000000002
G000008185,0.0038955280297743662,0.4166666666666667,48,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema denticola,t__,0.9999999999990852,0.8620237953234426,1.0
G000299455,0.004208827634333566,0.4166666666666667,1862,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.9999999999999327,0.862023795324904,1.0
G000011025,0.005132734356827169,0.75,118,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Rothia,s__Rothia mucilaginosa,t__,1.0,0.8620237953250198,1.0
G001421095,0.005206879506862061,0.2916666666666667,6453,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Candidatus Bacteroides periocalifornicus,t__,1.0,0.8620237953250198,1.0
G000309465,0.0059425157013258895,0.6666666666666666,1953,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Candidatus Phytoplasma,s__Poinsettia branch-inducing phytoplasma,t__,1.0,0.8620237953250198,1.0
G000164675,0.006508781111886485,0.8333333333333334,866,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus parasanguinis,t__,1.0,0.8620237953250198,1.0
G001293525,0.006580018608978833,0.6666666666666666,6165,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Ideonella,s__Ideonella sakaiensis,t__,1.0,0.8620237953250198,1.0
G001854465,0.007144830193068156,0.75,9383,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium nucleatum,t__,1.0,0.8620237953250198,1.0
G000186165,0.009736275878111189,0.625,1058,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria mucosa,t__,1.0,0.8620237953250198,1.0
G000764535,0.012017329611537566,0.16666666666666666,4745,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas taxi,t__,1.0,0.8620237953250198,1.0
G000613925,0.01213508955571063,0.8333333333333334,3942,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella histicola,t__,1.0,0.8620237953250198,1.0
G000309485,0.012285560595487322,0.6666666666666666,1954,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Candidatus Phytoplasma,s__Milkweed yellows phytoplasma,t__,1.0,0.8620237953250198,1.0
