gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000178335,2.280693330772555e-05,0.025423728813559324,994,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium vaginae,t__,0.0037834602954703866,0.0006165365978317867,0.02284584604370765
G001281465,2.280693330772555e-05,0.03389830508474576,6144,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus,s__Cupriavidus gilardii,t__,0.0037834602954703866,0.0006165365978317867,0.02284584604370765
G000411555,2.280693330772555e-05,0.059322033898305086,2773,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. oral taxon 199,t__,0.0037834602954703866,0.0006165365978317867,0.02284584604370765
G001275135,2.280693330772555e-05,0.0635593220338983,6106,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. 109,t__,0.0037834602954703866,0.0006165365978317867,0.02284584604370765
G000262245,2.280693330772555e-05,0.059322033898305086,1646,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,s__Pasteurella bettyae,t__,0.0037834602954703866,0.0006165365978317867,0.02284584604370765
G000513775,2.4007298218658473e-05,0.06779661016949153,3701,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema phagedenis,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G001297905,2.4007298218658473e-05,0.0423728813559322,6190,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus fermentum,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G000379985,2.4007298218658473e-05,0.07627118644067797,2530,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus caballi,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G000784965,2.4007298218658473e-05,0.05508474576271186,4817,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,g__Pantoea,s__Pantoea sp. PSNIH2,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G000420605,2.4007298218658473e-05,0.029661016949152543,2836,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium massiliense,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G001646665,2.4007298218658473e-05,0.059322033898305086,7591,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces albulus,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G000176335,2.4007298218658473e-05,0.046610169491525424,976,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia goodfellowii,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G000013745,2.4007298218658473e-05,0.029661016949152543,204,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas palustris,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G000426665,2.4007298218658473e-05,0.05508474576271186,3038,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas artemidis,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G001660655,2.4007298218658473e-05,0.025423728813559324,7653,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus paraplantarum,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G000221545,2.4007298218658473e-05,0.05508474576271186,1328,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera sp. UPII 135-E,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G000803625,2.4007298218658473e-05,0.05508474576271186,4876,k__Bacteria,p__Candidatus Saccharibacteria,c__,o__,f__,g__,s__Candidatus Saccharibacteria oral taxon TM7x,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G001423845,2.4007298218658473e-05,0.029661016949152543,6481,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Leaf357,t__,0.003982236684436757,0.0006731640018339084,0.023180403950424762
G001435475,2.5207663129591397e-05,0.029661016949152543,6632,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus antri,t__,0.004180977798121099,0.0007315307684455791,0.023513153073952582
G000455165,2.5207663129591397e-05,0.03389830508474576,3397,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium iranicum,t__,0.004180977798121099,0.0007315307684455791,0.023513153073952582
G001012735,2.5207663129591397e-05,0.029661016949152543,5818,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus jensenii,t__,0.004180977798121099,0.0007315307684455791,0.023513153073952582
G000248015,2.5207663129591397e-05,0.0635593220338983,1569,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Atlantibacter,s__Atlantibacter hermannii,t__,0.004180977798121099,0.0007315307684455791,0.023513153073952582
G000973085,2.5207663129591397e-05,0.03389830508474576,5252,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Sneathia,s__Sneathia amnii,t__,0.004180977798121099,0.0007315307684455791,0.023513153073952582
G000735365,2.5207663129591397e-05,0.05084745762711865,4449,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera ascorbata,t__,0.004180977798121099,0.0007315307684455791,0.023513153073952582
G001878775,2.5207663129591397e-05,0.05508474576271186,9557,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter sp. AR2-3,t__,0.004180977798121099,0.0007315307684455791,0.023513153073952582
G900115315,2.5207663129591397e-05,0.05084745762711865,10399,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga haemolytica,t__,0.004180977798121099,0.0007315307684455791,0.023513153073952582
G900111835,2.5207663129591397e-05,0.0423728813559322,10326,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas otitidis,t__,0.004180977798121099,0.0007315307684455791,0.023513153073952582
G001028545,2.6408028040524318e-05,0.0635593220338983,5869,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema endosymbiont of Eucomonympha sp.,t__,0.004379683641542842,0.000791573522799063,0.02384415679903691
G000935205,2.6408028040524318e-05,0.03389830508474576,5063,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas palustris,t__,0.004379683641542842,0.000791573522799063,0.02384415679903691
G000160655,2.6408028040524318e-05,0.05508474576271186,835,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cardiobacteriales,f__Cardiobacteriaceae,g__Cardiobacterium,s__Cardiobacterium hominis,t__,0.004379683641542842,0.000791573522799063,0.02384415679903691
G000426745,2.6408028040524318e-05,0.029661016949152543,3042,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella montpellierensis,t__,0.004379683641542842,0.000791573522799063,0.02384415679903691
G001070855,2.6408028040524318e-05,0.05084745762711865,5977,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Trueperella,s__Trueperella pyogenes,t__,0.004379683641542842,0.000791573522799063,0.02384415679903691
G001639025,2.6408028040524318e-05,0.0423728813559322,7562,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium afermentans,t__Corynebacterium afermentans subsp. afermentans,0.004379683641542842,0.000791573522799063,0.02384415679903691
G000411915,2.6408028040524318e-05,0.046610169491525424,2774,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Exiguobacterium,s__Exiguobacterium sp. S17,t__,0.004379683641542842,0.000791573522799063,0.02384415679903691
G000368825,2.6408028040524318e-05,0.03389830508474576,2343,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter ursingii,t__,0.004379683641542842,0.000791573522799063,0.02384415679903691
G001292585,2.7608392951457242e-05,0.046610169491525424,6160,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Candidatus Magnetomorum,s__Candidatus Magnetomorum sp. HK-1,t__,0.004578354219615943,0.0008532326075619875,0.024173474792680637
G000422165,2.7608392951457242e-05,0.038135593220338986,2879,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus helveticus,t__,0.004578354219615943,0.0008532326075619875,0.024173474792680637
G000227315,2.7608392951457242e-05,0.0635593220338983,1373,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus indolicus,t__,0.004578354219615943,0.0008532326075619875,0.024173474792680637
G000188035,2.8808757862390166e-05,0.0847457627118644,1076,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus pseudoporcinus,t__,0.004776989537331411,0.0009164517843037248,0.024501163303136522
G000979995,2.8808757862390166e-05,0.046610169491525424,5287,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei,t__,0.004776989537331411,0.0009164517843037248,0.024501163303136522
G001902575,2.8808757862390166e-05,0.05084745762711865,9641,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Streptobacillus,s__Streptobacillus notomytis,t__,0.004776989537331411,0.0009164517843037248,0.024501163303136522
G000007145,2.8808757862390166e-05,0.046610169491525424,15,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__Xanthomonas campestris,t__,0.004776989537331411,0.0009164517843037248,0.024501163303136522
G000022305,2.8808757862390166e-05,0.059322033898305086,427,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Acidovorax,s__Acidovorax ebreus,t__,0.004776989537331411,0.0009164517843037248,0.024501163303136522
G000622145,2.8808757862390166e-05,0.029661016949152543,4033,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,s__Paracoccus yeei,t__,0.004776989537331411,0.0009164517843037248,0.024501163303136522
G000311745,2.8808757862390166e-05,0.06779661016949153,1967,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus obesiensis,t__,0.004776989537331411,0.0009164517843037248,0.024501163303136522
G000013365,3.000912277332309e-05,0.03389830508474576,194,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas palustris,t__,0.004975589599681918,0.0009811779649623025,0.024827275428291946
G000277715,3.000912277332309e-05,0.0635593220338983,1719,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Pseudopropionibacterium,s__Pseudopropionibacterium propionicum,t__,0.004975589599681918,0.0009811779649623025,0.024827275428291946
G000379925,3.000912277332309e-05,0.06779661016949153,2527,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas levii,t__,0.004975589599681918,0.0009811779649623025,0.024827275428291946
G000156435,3.000912277332309e-05,0.0423728813559322,775,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces ghanaensis,t__,0.004975589599681918,0.0009811779649623025,0.024827275428291946
G000763095,3.1209487684256015e-05,0.0423728813559322,4725,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinopolysporales,f__Actinopolysporaceae,g__Actinopolyspora,s__Actinopolyspora erythraea,t__,0.00517415441157798,0.0010473609698363907,0.025151861357511983
G000511775,3.1209487684256015e-05,0.07627118644067797,3678,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides pyogenes,t__,0.00517415441157798,0.0010473609698363907,0.025151861357511983
G001476195,3.1209487684256015e-05,0.0423728813559322,6892,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Kocuria,s__Kocuria kristinae,t__,0.00517415441157798,0.0010473609698363907,0.025151861357511983
G000982825,3.1209487684256015e-05,0.05084745762711865,5313,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Cronobacter,s__Cronobacter sakazakii,t__,0.00517415441157798,0.0010473609698363907,0.025151861357511983
G000469545,3.1209487684256015e-05,0.05084745762711865,3454,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Mitsuokella,s__Mitsuokella sp. oral taxon 131,t__,0.00517415441157798,0.0010473609698363907,0.025151861357511983
G001679275,3.1209487684256015e-05,0.046610169491525424,7686,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,s__Moraxella osloensis,t__,0.00517415441157798,0.0010473609698363907,0.025151861357511983
G000614355,3.1209487684256015e-05,0.059322033898305086,3948,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas cangingivalis,t__,0.00517415441157798,0.0010473609698363907,0.025151861357511983
G001921215,3.1209487684256015e-05,0.038135593220338986,9758,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Actinophytocola,s__Actinophytocola xinjiangensis,t__,0.00517415441157798,0.0010473609698363907,0.025151861357511983
G000259095,3.1209487684256015e-05,0.03389830508474576,1626,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Citreicella,s__Citreicella sp. 357,t__,0.00517415441157798,0.0010473609698363907,0.025151861357511983
G000401515,3.240985259518894e-05,0.059322033898305086,2687,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Piscirickettsia,s__Piscirickettsia salmonis,t__,0.005372683978011827,0.0011149533090543395,0.025474968590492808
G000754275,3.240985259518894e-05,0.03389830508474576,4644,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Pasteurella,s__Pasteurella multocida,t__,0.005372683978011827,0.0011149533090543395,0.025474968590492808
G001693775,3.240985259518894e-05,0.06779661016949153,7734,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Criibacterium,s__Criibacterium bergeronii,t__,0.005372683978011827,0.0011149533090543395,0.025474968590492808
G000308055,3.240985259518894e-05,0.05508474576271186,1926,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces sp. ph3,t__,0.005372683978011827,0.0011149533090543395,0.025474968590492808
G000240185,3.240985259518894e-05,0.0847457627118644,1482,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,t__Klebsiella pneumoniae subsp. pneumoniae,0.005372683978011827,0.0011149533090543395,0.025474968590492808
G000014825,3.240985259518894e-05,0.038135593220338986,237,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas palustris,t__,0.005372683978011827,0.0011149533090543395,0.025474968590492808
G000379945,3.361021750612186e-05,0.07203389830508475,2528,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas macacae,t__,0.005571178303974245,0.0011839099846518378,0.02579664213502044
G000827595,3.361021750612186e-05,0.05508474576271186,4973,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Necropsobacter,s__Necropsobacter massiliensis,t__,0.005571178303974245,0.0011839099846518378,0.02579664213502044
G001188545,3.361021750612186e-05,0.03389830508474576,6014,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__,g__Enhydrobacter,s__Enhydrobacter aerosaccus,t__,0.005571178303974245,0.0011839099846518378,0.02579664213502044
G001596135,3.361021750612186e-05,0.038135593220338986,7366,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__Mucilaginibacter sp. PAMC 26640,t__,0.005571178303974245,0.0011839099846518378,0.02579664213502044
G000173355,3.361021750612186e-05,0.029661016949152543,940,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus hydrogenalis,t__,0.005571178303974245,0.0011839099846518378,0.02579664213502044
G001828765,3.361021750612186e-05,0.06779661016949153,9320,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__,g__,s__Pseudomonadales bacterium RIFCSPHIGHO2_12_FULL_40_16,t__,0.005571178303974245,0.0011839099846518378,0.02579664213502044
G000568755,3.361021750612186e-05,0.0423728813559322,3853,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Borreliaceae,g__Borrelia,s__Borrelia coriaceae,t__,0.005571178303974245,0.0011839099846518378,0.02579664213502044
G001543265,3.481058241705479e-05,0.029661016949152543,7099,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas fragi,t__,0.0057696373943765256,0.0012541883109915709,0.02611692468639746
G001295845,3.481058241705479e-05,0.046610169491525424,6180,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas sp. AAP120,t__,0.0057696373943765256,0.0012541883109915709,0.02611692468639746
G000016565,3.481058241705479e-05,0.05508474576271186,288,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas mendocina,t__,0.0057696373943765256,0.0012541883109915709,0.02611692468639746
